,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
261,São Paulo,52.0,2.0,1.0,0.0,4,acept,not furnished,0.0,1340.0,,17.0,1357.0
262,Porto Alegre,94.0,2.0,2.0,2.0,8,acept,not furnished,600.0,2900.0,230.0,,3773.0
263,Rio de Janeiro,300.0,4.0,5.0,3.0,7,acept,not furnished,3850.0,,750.0,,17520.0
264,Rio de Janeiro,100.0,3.0,,1.0,3,acept,not furnished,850.0,3229.0,100.0,42.0,4221.0
265,São Paulo,500.0,4.0,6.0,3.0,-,acept,not furnished,,7300.0,2536.0,,16410.0
266,São Paulo,240.0,3.0,4.0,3.0,3,acept,furnished,3600.0,4950.0,1000.0,63.0,9613.0
267,,308.0,2.0,3.0,3.0,-,acept,not furnished,0.0,2000.0,171.0,33.0,2204.0
268,São Paulo,350.0,4.0,5.0,,15,acept,furnished,2700.0,4590.0,1334.0,59.0,8683.0
269,São Paulo,75.0,2.0,2.0,0.0,2,acept,not furnished,570.0,1450.0,0.0,19.0,2039.0
270,São Paulo,155.0,3.0,2.0,3.0,4,acept,furnished,,11700.0,667.0,149.0,15120.0
271,São Paulo,260.0,3.0,5.0,4.0,12,acept,not furnished,2227.0,6000.0,1468.0,77.0,
272,São Paulo,80.0,2.0,2.0,1.0,-,,not furnished,,1500.0,184.0,23.0,1707.0
273,Rio de Janeiro,85.0,3.0,,1.0,6,acept,not furnished,810.0,1998.0,87.0,26.0,2921.0
274,São Paulo,120.0,2.0,2.0,2.0,,not acept,furnished,1400.0,3500.0,375.0,45.0,5320.0
275,São Paulo,,2.0,2.0,1.0,-,,not furnished,0.0,1970.0,0.0,30.0,2000.0
276,São Paulo,240.0,4.0,5.0,4.0,6,not acept,not furnished,1869.0,3500.0,717.0,45.0,6131.0
277,São Paulo,360.0,7.0,6.0,,-,acept,not furnished,0.0,5270.0,,80.0,
278,São Paulo,42.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,,0.0,17.0,1117.0
279,São Paulo,33.0,1.0,1.0,1.0,14,acept,,600.0,2800.0,112.0,36.0,3548.0
280,Rio de Janeiro,48.0,1.0,1.0,0.0,1,not acept,not furnished,,1020.0,53.0,14.0,1713.0
281,Rio de Janeiro,,1.0,1.0,0.0,5,acept,not furnished,350.0,1130.0,42.0,15.0,1537.0
282,São Paulo,270.0,6.0,3.0,6.0,,,not furnished,0.0,4500.0,417.0,68.0,4985.0
283,Campinas,75.0,,1.0,1.0,2,acept,not furnished,670.0,1200.0,121.0,16.0,
284,Rio de Janeiro,46.0,,1.0,0.0,,not acept,not furnished,270.0,1600.0,0.0,21.0,1891.0
285,São Paulo,350.0,,3.0,3.0,-,not acept,not furnished,,10000.0,1292.0,151.0,11440.0
286,Porto Alegre,131.0,3.0,3.0,1.0,10,acept,furnished,1625.0,1750.0,121.0,26.0,3522.0
287,Campinas,90.0,3.0,,,3,acept,not furnished,920.0,1300.0,129.0,17.0,2366.0
288,Rio de Janeiro,26.0,1.0,1.0,0.0,4,not acept,,390.0,1650.0,120.0,22.0,2182.0
289,Rio de Janeiro,44.0,1.0,1.0,0.0,3,acept,furnished,400.0,1100.0,14.0,15.0,1529.0
290,São Paulo,70.0,2.0,2.0,0.0,-,acept,not furnished,0.0,1880.0,0.0,,1909.0
291,Belo Horizonte,40.0,1.0,1.0,0.0,-,not acept,not furnished,0.0,900.0,0.0,15.0,915.0
292,Belo Horizonte,320.0,4.0,2.0,4.0,-,acept,not furnished,0.0,3200.0,206.0,53.0,3459.0
293,São Paulo,213.0,2.0,2.0,3.0,-,,,0.0,5150.0,0.0,78.0,5228.0
294,São Paulo,80.0,2.0,1.0,0.0,1,not acept,not furnished,0.0,1100.0,0.0,14.0,1114.0
295,Campinas,70.0,1.0,1.0,0.0,6,acept,,500.0,800.0,30.0,11.0,1341.0
296,Rio de Janeiro,60.0,2.0,1.0,1.0,5,acept,not furnished,690.0,1500.0,,20.0,2235.0
297,São Paulo,270.0,4.0,4.0,4.0,5,acept,not furnished,4500.0,12850.0,1834.0,163.0,19350.0
298,Rio de Janeiro,70.0,,1.0,1.0,3,acept,not furnished,800.0,1300.0,44.0,17.0,2161.0
299,Porto Alegre,300.0,,2.0,,-,acept,,0.0,6000.0,242.0,107.0,6349.0
300,São Paulo,220.0,4.0,5.0,3.0,14,,,2050.0,12000.0,750.0,153.0,14950.0
301,Porto Alegre,64.0,2.0,2.0,2.0,7,,not furnished,450.0,1600.0,34.0,24.0,2108.0
302,Rio de Janeiro,80.0,,3.0,1.0,7,not acept,not furnished,1100.0,,0.0,19.0,2589.0
303,São Paulo,56.0,,1.0,0.0,9,acept,furnished,625.0,2500.0,81.0,32.0,3238.0
304,São Paulo,161.0,4.0,3.0,2.0,1,acept,not furnished,1450.0,10000.0,467.0,127.0,12040.0
305,,35.0,1.0,1.0,,-,acept,not furnished,350.0,1350.0,0.0,,1718.0
306,São Paulo,720.0,4.0,6.0,5.0,-,acept,furnished,0.0,12750.0,2613.0,192.0,15560.0
307,São Paulo,280.0,4.0,5.0,4.0,6,not acept,not furnished,2500.0,3200.0,750.0,41.0,6491.0
308,Porto Alegre,96.0,3.0,,0.0,2,acept,not furnished,408.0,2100.0,84.0,31.0,2623.0
309,Campinas,236.0,3.0,4.0,4.0,10,acept,not furnished,1600.0,11000.0,440.0,140.0,13180.0
310,São Paulo,81.0,3.0,2.0,1.0,,acept,not furnished,204.0,1510.0,0.0,,1734.0
311,São Paulo,62.0,2.0,1.0,1.0,1,acept,not furnished,580.0,1650.0,92.0,,2343.0
312,Belo Horizonte,125.0,3.0,2.0,0.0,2,acept,not furnished,150.0,1200.0,69.0,,1435.0
313,São Paulo,37.0,,1.0,1.0,6,,furnished,890.0,4150.0,110.0,53.0,5203.0
314,,60.0,,,1.0,11,,not furnished,,4000.0,200.0,51.0,5931.0
315,São Paulo,230.0,4.0,2.0,3.0,1,acept,not furnished,3600.0,5000.0,1551.0,64.0,10220.0
316,São Paulo,,4.0,5.0,,1,acept,furnished,3800.0,,0.0,108.0,12410.0
317,São Paulo,450.0,4.0,3.0,8.0,-,acept,not furnished,0.0,,175.0,211.0,14390.0
318,São Paulo,234.0,3.0,5.0,4.0,-,acept,furnished,0.0,3680.0,400.0,56.0,4136.0
319,Belo Horizonte,135.0,4.0,3.0,2.0,2,not acept,not furnished,868.0,2450.0,308.0,33.0,3659.0
320,São Paulo,395.0,4.0,5.0,3.0,-,acept,not furnished,0.0,6000.0,122.0,91.0,6213.0
321,Porto Alegre,92.0,2.0,2.0,1.0,2,acept,not furnished,450.0,,67.0,25.0,2242.0
322,São Paulo,412.0,3.0,5.0,6.0,21,acept,not furnished,2000.0,3952.0,,,6462.0
323,São Paulo,42.0,1.0,1.0,1.0,27,acept,not furnished,560.0,5300.0,100.0,68.0,
324,São Paulo,33.0,1.0,1.0,0.0,12,not acept,furnished,385.0,3000.0,,,3549.0
325,Porto Alegre,28.0,2.0,1.0,,-,acept,not furnished,0.0,,0.0,11.0,611.0
326,São Paulo,190.0,4.0,4.0,,-,,not furnished,0.0,,223.0,67.0,4740.0
327,São Paulo,165.0,4.0,,3.0,10,,furnished,2440.0,6300.0,1292.0,80.0,10110.0
328,Porto Alegre,,,,0.0,5,acept,not furnished,,1200.0,20.0,18.0,1593.0
329,São Paulo,60.0,2.0,1.0,1.0,4,acept,not furnished,603.0,1275.0,,17.0,2004.0
330,São Paulo,,3.0,3.0,2.0,,acept,not furnished,3580.0,11000.0,1084.0,140.0,15800.0
331,Rio de Janeiro,73.0,2.0,1.0,0.0,4,acept,not furnished,375.0,,120.0,11.0,1336.0
332,,19.0,1.0,1.0,0.0,5,acept,not furnished,620.0,1100.0,85.0,15.0,1820.0
333,Campinas,230.0,3.0,5.0,4.0,6,acept,not furnished,,7500.0,0.0,96.0,
334,Porto Alegre,37.0,1.0,1.0,1.0,2,,not furnished,500.0,2500.0,0.0,37.0,3037.0
335,São Paulo,124.0,3.0,2.0,3.0,7,acept,not furnished,1450.0,,300.0,84.0,8434.0
336,Rio de Janeiro,115.0,3.0,2.0,1.0,8,acept,furnished,1090.0,2680.0,114.0,35.0,3919.0
337,Campinas,,3.0,3.0,4.0,-,acept,not furnished,0.0,5500.0,384.0,83.0,5967.0
338,Rio de Janeiro,700.0,5.0,5.0,4.0,-,,furnished,1380.0,15000.0,1667.0,229.0,18280.0
339,Porto Alegre,35.0,1.0,1.0,0.0,1,acept,not furnished,100.0,815.0,17.0,12.0,944.0
340,Belo Horizonte,,1.0,1.0,0.0,3,not acept,furnished,0.0,1100.0,0.0,15.0,1115.0
341,Campinas,80.0,3.0,2.0,,2,acept,not furnished,570.0,1450.0,125.0,19.0,2164.0
342,Porto Alegre,48.0,1.0,1.0,,4,acept,not furnished,200.0,700.0,38.0,11.0,949.0
343,Belo Horizonte,96.0,3.0,2.0,1.0,2,acept,not furnished,922.0,1500.0,137.0,20.0,2579.0
344,São Paulo,150.0,3.0,2.0,1.0,7,acept,furnished,1843.0,6715.0,340.0,86.0,8984.0
345,Belo Horizonte,105.0,3.0,2.0,2.0,2,not acept,not furnished,1681.0,3300.0,390.0,44.0,5415.0
346,Belo Horizonte,204.0,4.0,4.0,,22,not acept,furnished,2701.0,10000.0,760.0,134.0,13600.0
347,Rio de Janeiro,125.0,3.0,1.0,2.0,11,acept,not furnished,1317.0,2600.0,170.0,33.0,4120.0
348,Rio de Janeiro,,2.0,1.0,,3,,not furnished,490.0,2300.0,50.0,30.0,2870.0
349,,250.0,3.0,,3.0,-,not acept,not furnished,0.0,3740.0,234.0,57.0,4031.0
350,São Paulo,300.0,3.0,4.0,3.0,,acept,furnished,3000.0,2000.0,1250.0,26.0,6276.0
351,São Paulo,80.0,2.0,1.0,1.0,-,acept,not furnished,0.0,,55.0,23.0,1578.0
352,,,,4.0,1.0,2,not acept,not furnished,1200.0,1400.0,,19.0,2953.0
353,São Paulo,120.0,2.0,3.0,0.0,,acept,not furnished,904.0,3300.0,195.0,42.0,4441.0
354,São Paulo,540.0,3.0,3.0,4.0,9,acept,not furnished,6200.0,15000.0,3500.0,191.0,24890.0
355,São Paulo,23.0,1.0,1.0,0.0,23,acept,not furnished,392.0,2100.0,41.0,27.0,2560.0
356,São Paulo,15.0,,,0.0,,not acept,furnished,0.0,2500.0,0.0,32.0,2532.0
357,São Paulo,72.0,1.0,2.0,2.0,,acept,not furnished,900.0,,200.0,51.0,5151.0
358,Rio de Janeiro,95.0,3.0,2.0,2.0,7,acept,not furnished,985.0,2300.0,122.0,,3437.0
359,São Paulo,330.0,4.0,5.0,4.0,,acept,not furnished,2870.0,10000.0,1119.0,127.0,14120.0
360,,75.0,2.0,2.0,2.0,,not acept,,1600.0,6600.0,400.0,,8684.0
361,São Paulo,53.0,1.0,1.0,1.0,4,acept,not furnished,690.0,4398.0,200.0,56.0,5344.0
362,,178.0,3.0,2.0,1.0,2,not acept,not furnished,1200.0,1900.0,180.0,25.0,3305.0
363,São Paulo,150.0,3.0,2.0,0.0,-,acept,not furnished,0.0,4000.0,24.0,61.0,
364,São Paulo,50.0,2.0,1.0,1.0,4,acept,not furnished,,,30.0,16.0,1766.0
365,São Paulo,150.0,3.0,2.0,,-,not acept,,0.0,2500.0,59.0,38.0,2597.0
366,Porto Alegre,25.0,1.0,1.0,0.0,-,,furnished,286.0,984.0,11.0,15.0,1296.0
367,São Paulo,210.0,3.0,4.0,4.0,13,not acept,not furnished,3150.0,12000.0,1155.0,153.0,16460.0
368,Belo Horizonte,75.0,,2.0,1.0,4,acept,not furnished,600.0,1500.0,,20.0,2195.0
369,Belo Horizonte,200.0,2.0,4.0,3.0,,acept,not furnished,1897.0,,827.0,200.0,17920.0
370,,350.0,4.0,4.0,0.0,-,,not furnished,0.0,,989.0,121.0,9110.0
371,,49.0,2.0,1.0,1.0,,acept,not furnished,360.0,1150.0,30.0,17.0,1557.0
372,Porto Alegre,40.0,1.0,1.0,0.0,4,not acept,furnished,0.0,2000.0,0.0,30.0,2030.0
373,São Paulo,,1.0,1.0,1.0,,not acept,furnished,,4200.0,350.0,54.0,6504.0
374,São Paulo,46.0,1.0,1.0,1.0,8,not acept,furnished,900.0,7600.0,118.0,97.0,8715.0
375,São Paulo,80.0,2.0,2.0,2.0,15,acept,not furnished,2000.0,11000.0,0.0,,13140.0
376,São Paulo,30.0,1.0,1.0,0.0,3,acept,furnished,400.0,2850.0,0.0,37.0,3287.0
377,São Paulo,80.0,,2.0,2.0,-,acept,not furnished,50.0,2200.0,173.0,34.0,
378,Rio de Janeiro,105.0,2.0,2.0,1.0,10,acept,not furnished,1780.0,1530.0,134.0,,3464.0
379,,105.0,,2.0,2.0,7,acept,not furnished,1170.0,2000.0,219.0,27.0,3416.0
380,São Paulo,114.0,3.0,,0.0,-,acept,,0.0,2570.0,150.0,39.0,2759.0
381,São Paulo,200.0,3.0,3.0,4.0,-,acept,not furnished,0.0,7000.0,425.0,106.0,7531.0
382,Porto Alegre,120.0,3.0,3.0,2.0,5,acept,not furnished,800.0,3000.0,167.0,44.0,4011.0
383,São Paulo,60.0,,2.0,1.0,11,acept,not furnished,647.0,,21.0,51.0,
384,São Paulo,,2.0,1.0,1.0,1,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
385,Rio de Janeiro,53.0,2.0,1.0,0.0,3,,not furnished,535.0,1800.0,50.0,24.0,2409.0
386,São Paulo,,2.0,2.0,5.0,-,acept,,0.0,3000.0,59.0,46.0,3105.0
387,Campinas,87.0,4.0,2.0,2.0,4,acept,not furnished,784.0,1600.0,106.0,21.0,2511.0
388,Rio de Janeiro,110.0,3.0,1.0,1.0,1,acept,not furnished,557.0,5000.0,188.0,65.0,
389,Belo Horizonte,113.0,4.0,2.0,1.0,3,acept,,1587.0,4000.0,429.0,54.0,6070.0
390,São Paulo,170.0,3.0,2.0,2.0,5,,not furnished,2199.0,5000.0,423.0,64.0,7686.0
391,São Paulo,150.0,,2.0,0.0,1,not acept,not furnished,700.0,3000.0,42.0,39.0,3781.0
392,Porto Alegre,,2.0,2.0,1.0,11,acept,not furnished,469.0,1500.0,51.0,22.0,2042.0
393,Porto Alegre,,1.0,1.0,0.0,4,not acept,furnished,290.0,2100.0,66.0,31.0,2487.0
394,,130.0,3.0,2.0,2.0,,acept,furnished,,3500.0,0.0,45.0,4345.0
395,São Paulo,,3.0,2.0,,7,acept,furnished,,1900.0,185.0,,2760.0
396,Campinas,306.0,3.0,2.0,2.0,-,,not furnished,0.0,2500.0,422.0,38.0,2960.0
397,São Paulo,187.0,3.0,,3.0,-,acept,not furnished,500.0,,193.0,53.0,4246.0
398,São Paulo,385.0,3.0,4.0,,-,acept,not furnished,0.0,9000.0,1500.0,136.0,
399,São Paulo,355.0,4.0,4.0,3.0,-,acept,not furnished,0.0,7300.0,660.0,110.0,8070.0
400,Porto Alegre,90.0,2.0,1.0,1.0,2,,not furnished,,,380.0,17.0,1902.0
401,São Paulo,190.0,3.0,4.0,4.0,-,acept,not furnished,0.0,5000.0,275.0,76.0,5351.0
402,,181.0,,1.0,2.0,-,acept,not furnished,0.0,1400.0,132.0,22.0,1554.0
403,São Paulo,,3.0,5.0,4.0,13,acept,not furnished,4000.0,,1750.0,45.0,9285.0
404,Belo Horizonte,168.0,5.0,3.0,2.0,2,acept,not furnished,1443.0,2900.0,408.0,39.0,4790.0
405,Rio de Janeiro,73.0,2.0,1.0,0.0,1,,,1600.0,2800.0,,37.0,4641.0
406,São Paulo,378.0,,5.0,4.0,4,acept,not furnished,4000.0,3000.0,2000.0,,9039.0
407,Campinas,60.0,2.0,1.0,1.0,-,,not furnished,0.0,1300.0,180.0,20.0,1500.0
408,Belo Horizonte,362.0,4.0,5.0,0.0,19,not acept,not furnished,4138.0,15000.0,1975.0,200.0,
409,,90.0,3.0,2.0,0.0,-,acept,not furnished,0.0,1700.0,136.0,26.0,1862.0
410,Rio de Janeiro,42.0,1.0,1.0,0.0,4,not acept,furnished,500.0,1973.0,79.0,26.0,2578.0
411,Rio de Janeiro,56.0,2.0,1.0,1.0,18,acept,not furnished,568.0,1000.0,88.0,13.0,1669.0
412,São Paulo,16.0,1.0,1.0,0.0,1,not acept,not furnished,0.0,850.0,30.0,11.0,891.0
413,São Paulo,90.0,2.0,2.0,2.0,15,not acept,furnished,1400.0,10000.0,0.0,127.0,
414,,67.0,1.0,1.0,0.0,13,acept,not furnished,375.0,850.0,55.0,,1292.0
415,São Paulo,488.0,,3.0,3.0,-,acept,not furnished,14130.0,6400.0,1214.0,82.0,21820.0
416,Rio de Janeiro,30.0,1.0,1.0,0.0,10,acept,not furnished,,1100.0,60.0,15.0,2025.0
417,São Paulo,290.0,6.0,3.0,4.0,-,acept,not furnished,0.0,8000.0,1525.0,121.0,9646.0
418,São Paulo,266.0,3.0,3.0,4.0,10,acept,not furnished,4700.0,6400.0,1500.0,82.0,12680.0
419,Campinas,47.0,2.0,1.0,1.0,4,acept,not furnished,260.0,900.0,25.0,12.0,1197.0
420,Rio de Janeiro,590.0,,6.0,2.0,,acept,,750.0,,975.0,,
421,São Paulo,900.0,4.0,9.0,8.0,1,acept,not furnished,0.0,15000.0,5700.0,,20930.0
422,São Paulo,86.0,,1.0,,-,acept,not furnished,0.0,2200.0,110.0,34.0,2344.0
423,São Paulo,290.0,3.0,3.0,2.0,-,,furnished,0.0,15000.0,1000.0,226.0,16230.0
424,Porto Alegre,84.0,3.0,2.0,2.0,4,acept,not furnished,750.0,3300.0,100.0,,4199.0
425,São Paulo,,3.0,,,-,acept,,0.0,5000.0,225.0,76.0,5301.0
426,São Paulo,37.0,1.0,1.0,0.0,3,not acept,furnished,470.0,3500.0,127.0,,4142.0
427,Campinas,73.0,3.0,1.0,1.0,4,acept,not furnished,308.0,850.0,46.0,11.0,1215.0
428,,350.0,4.0,5.0,5.0,,acept,furnished,2400.0,15000.0,2400.0,191.0,19990.0
429,,57.0,1.0,1.0,0.0,2,,,200.0,1100.0,10.0,15.0,1325.0
430,Campinas,48.0,1.0,1.0,0.0,9,acept,not furnished,350.0,,21.0,9.0,1030.0
431,Rio de Janeiro,30.0,1.0,1.0,0.0,8,acept,,390.0,800.0,25.0,11.0,1226.0
432,Campinas,198.0,6.0,3.0,4.0,-,,not furnished,0.0,2000.0,145.0,,2176.0
433,,47.0,1.0,1.0,0.0,2,,not furnished,300.0,1000.0,59.0,15.0,1374.0
434,Porto Alegre,60.0,2.0,1.0,1.0,3,,not furnished,250.0,800.0,22.0,12.0,1084.0
435,São Paulo,230.0,3.0,3.0,0.0,9,acept,furnished,1700.0,5000.0,109.0,64.0,6873.0
436,Belo Horizonte,90.0,2.0,1.0,1.0,-,not acept,not furnished,0.0,1520.0,0.0,,1545.0
437,Rio de Janeiro,129.0,3.0,2.0,1.0,,acept,furnished,1200.0,3255.0,167.0,42.0,4664.0
438,São Paulo,,4.0,4.0,4.0,22,acept,not furnished,1980.0,6672.0,417.0,85.0,9154.0
439,,55.0,1.0,1.0,0.0,14,acept,not furnished,,1020.0,29.0,15.0,1764.0
440,Porto Alegre,52.0,1.0,1.0,0.0,-,acept,not furnished,,1200.0,42.0,18.0,1410.0
441,São Paulo,250.0,3.0,4.0,3.0,8,acept,not furnished,1610.0,6000.0,1089.0,77.0,8776.0
442,São Paulo,200.0,,2.0,2.0,19,acept,not furnished,2573.0,10000.0,1121.0,127.0,13820.0
443,Belo Horizonte,312.0,,,3.0,1,acept,not furnished,1498.0,2300.0,463.0,31.0,4292.0
444,São Paulo,230.0,,5.0,3.0,-,,not furnished,0.0,9900.0,620.0,149.0,10670.0
445,São Paulo,72.0,2.0,,2.0,,acept,not furnished,750.0,2480.0,209.0,32.0,3471.0
446,São Paulo,55.0,,1.0,0.0,,acept,furnished,620.0,,24.0,31.0,3075.0
447,Rio de Janeiro,72.0,2.0,2.0,1.0,2,not acept,furnished,914.0,,133.0,47.0,4694.0
448,São Paulo,50.0,2.0,1.0,0.0,-,acept,not furnished,0.0,1200.0,83.0,19.0,
449,São Paulo,17.0,1.0,1.0,0.0,1,acept,not furnished,0.0,2700.0,5.0,35.0,
450,Belo Horizonte,160.0,3.0,3.0,2.0,4,acept,,150.0,2400.0,263.0,32.0,2845.0
451,São Paulo,214.0,4.0,4.0,3.0,,acept,not furnished,2638.0,6520.0,1187.0,83.0,10430.0
452,,65.0,1.0,1.0,0.0,-,,not furnished,300.0,1800.0,30.0,24.0,2154.0
453,São Paulo,136.0,3.0,2.0,,10,not acept,furnished,1300.0,6500.0,267.0,47.0,8114.0
454,Porto Alegre,70.0,2.0,,1.0,6,acept,not furnished,440.0,1900.0,,28.0,2425.0
455,Porto Alegre,38.0,1.0,1.0,0.0,2,,not furnished,340.0,650.0,350.0,10.0,1350.0
456,São Paulo,450.0,8.0,5.0,5.0,-,acept,not furnished,0.0,8000.0,1000.0,121.0,9121.0
457,Rio de Janeiro,67.0,2.0,1.0,1.0,2,acept,not furnished,1217.0,2200.0,130.0,29.0,3576.0
458,São Paulo,20.0,1.0,1.0,0.0,1,not acept,not furnished,0.0,1100.0,35.0,14.0,1149.0
459,São Paulo,,1.0,1.0,0.0,12,acept,not furnished,290.0,1530.0,60.0,20.0,1900.0
460,São Paulo,50.0,2.0,1.0,1.0,,acept,not furnished,500.0,1550.0,7.0,20.0,2077.0
461,São Paulo,,3.0,3.0,3.0,-,acept,not furnished,0.0,5525.0,575.0,84.0,6184.0
462,São Paulo,100.0,3.0,2.0,1.0,-,,not furnished,,3300.0,,50.0,3850.0
463,São Paulo,190.0,3.0,4.0,4.0,16,acept,furnished,2849.0,15000.0,1160.0,191.0,19200.0
464,Belo Horizonte,45.0,2.0,1.0,0.0,-,acept,not furnished,0.0,1350.0,0.0,23.0,1373.0
465,Campinas,57.0,1.0,1.0,,2,acept,not furnished,605.0,800.0,66.0,11.0,1482.0
466,Porto Alegre,88.0,1.0,2.0,2.0,3,acept,not furnished,340.0,1600.0,40.0,24.0,2004.0
467,São Paulo,,1.0,1.0,1.0,10,acept,furnished,459.0,3400.0,80.0,44.0,3983.0
468,São Paulo,76.0,2.0,2.0,0.0,,acept,furnished,646.0,2800.0,0.0,36.0,3482.0
469,Rio de Janeiro,36.0,1.0,1.0,0.0,10,acept,not furnished,450.0,1370.0,29.0,18.0,1867.0
470,Porto Alegre,61.0,2.0,2.0,2.0,11,,not furnished,445.0,2500.0,42.0,37.0,3024.0
471,São Paulo,280.0,4.0,3.0,6.0,-,acept,furnished,0.0,12500.0,706.0,188.0,13390.0
472,São Paulo,480.0,5.0,6.0,3.0,-,acept,not furnished,0.0,5000.0,1000.0,76.0,6076.0
473,Campinas,,1.0,1.0,1.0,17,acept,furnished,0.0,1950.0,0.0,25.0,1975.0
474,São Paulo,42.0,1.0,1.0,0.0,9,,furnished,1290.0,1500.0,184.0,20.0,2994.0
475,,,2.0,1.0,0.0,4,acept,not furnished,352.0,,28.0,11.0,1127.0
476,São Paulo,38.0,2.0,1.0,0.0,2,acept,not furnished,90.0,,0.0,20.0,1610.0
477,São Paulo,44.0,1.0,1.0,1.0,8,not acept,furnished,578.0,2400.0,0.0,31.0,3009.0
478,São Paulo,75.0,3.0,2.0,2.0,11,acept,not furnished,630.0,,167.0,,3633.0
479,Rio de Janeiro,66.0,2.0,1.0,1.0,2,acept,not furnished,650.0,1250.0,,17.0,1917.0
480,São Paulo,125.0,3.0,3.0,2.0,-,acept,not furnished,0.0,2800.0,38.0,,2881.0
481,Campinas,62.0,2.0,1.0,2.0,,acept,not furnished,609.0,1500.0,90.0,20.0,2219.0
482,São Paulo,77.0,2.0,1.0,,,acept,not furnished,1148.0,3100.0,464.0,40.0,4752.0
483,São Paulo,136.0,,4.0,2.0,,acept,not furnished,1540.0,4800.0,242.0,61.0,6643.0
484,São Paulo,,4.0,2.0,1.0,5,,not furnished,2115.0,5000.0,,64.0,7507.0
485,São Paulo,35.0,1.0,1.0,0.0,1,not acept,not furnished,250.0,1305.0,0.0,17.0,1572.0
486,São Paulo,250.0,4.0,3.0,2.0,-,acept,furnished,10.0,4500.0,100.0,68.0,4678.0
487,São Paulo,90.0,2.0,2.0,2.0,-,acept,furnished,0.0,4100.0,0.0,62.0,4162.0
488,Campinas,72.0,,2.0,1.0,7,acept,not furnished,480.0,850.0,,11.0,1350.0
489,São Paulo,168.0,3.0,3.0,5.0,16,acept,not furnished,,,184.0,,5404.0
490,Porto Alegre,360.0,3.0,4.0,,5,acept,furnished,4000.0,13200.0,500.0,193.0,
491,Campinas,38.0,1.0,1.0,1.0,9,acept,not furnished,500.0,,30.0,10.0,1280.0
492,São Paulo,23.0,1.0,1.0,1.0,26,acept,,487.0,2300.0,59.0,30.0,2876.0
493,Porto Alegre,440.0,3.0,3.0,3.0,7,not acept,not furnished,,10500.0,,,10840.0
494,São Paulo,120.0,3.0,3.0,2.0,9,acept,furnished,1200.0,3500.0,109.0,45.0,4854.0
495,Rio de Janeiro,90.0,2.0,2.0,0.0,5,acept,,,2500.0,84.0,33.0,3447.0
496,Porto Alegre,125.0,4.0,2.0,0.0,7,acept,not furnished,1006.0,1632.0,150.0,14.0,2802.0
497,São Paulo,200.0,3.0,4.0,3.0,6,acept,furnished,1800.0,5058.0,1200.0,65.0,8123.0
498,São Paulo,190.0,,3.0,2.0,5,acept,not furnished,1800.0,3260.0,292.0,42.0,5394.0
499,Belo Horizonte,123.0,,2.0,1.0,3,acept,not furnished,363.0,2600.0,143.0,,3141.0
500,Campinas,,2.0,1.0,1.0,-,acept,not furnished,,2000.0,41.0,26.0,2351.0
501,Rio de Janeiro,,2.0,,1.0,,,not furnished,560.0,2180.0,60.0,29.0,2829.0
502,São Paulo,90.0,2.0,2.0,2.0,17,acept,furnished,1500.0,12200.0,454.0,155.0,14310.0
503,São Paulo,95.0,3.0,2.0,0.0,-,acept,not furnished,0.0,1590.0,0.0,24.0,1614.0
504,Campinas,74.0,3.0,1.0,1.0,4,acept,not furnished,,900.0,40.0,12.0,1426.0
505,São Paulo,64.0,,1.0,1.0,15,,not furnished,620.0,3600.0,0.0,46.0,4266.0
506,São Paulo,155.0,4.0,5.0,3.0,14,not acept,not furnished,1850.0,6000.0,625.0,77.0,8552.0
507,Rio de Janeiro,125.0,3.0,1.0,2.0,3,not acept,not furnished,1000.0,,159.0,29.0,3388.0
508,,40.0,1.0,1.0,1.0,9,acept,furnished,350.0,1580.0,25.0,21.0,1976.0
509,,350.0,3.0,2.0,4.0,,acept,furnished,0.0,6522.0,492.0,116.0,7130.0
510,Belo Horizonte,417.0,3.0,5.0,8.0,-,acept,not furnished,0.0,7650.0,,126.0,8226.0
511,Porto Alegre,350.0,4.0,4.0,4.0,-,acept,not furnished,0.0,6000.0,192.0,107.0,6299.0
512,São Paulo,40.0,1.0,1.0,1.0,8,not acept,not furnished,440.0,2800.0,100.0,36.0,3376.0
513,São Paulo,30.0,1.0,1.0,1.0,15,not acept,furnished,668.0,3500.0,127.0,45.0,4340.0
514,São Paulo,142.0,3.0,4.0,2.0,,acept,not furnished,1100.0,4500.0,375.0,58.0,6033.0
515,Porto Alegre,110.0,3.0,3.0,2.0,5,acept,furnished,1300.0,,300.0,,5659.0
516,São Paulo,100.0,4.0,4.0,1.0,-,acept,not furnished,0.0,,9.0,151.0,10160.0
517,São Paulo,377.0,5.0,4.0,3.0,,acept,,0.0,8000.0,900.0,121.0,9021.0
518,,230.0,2.0,3.0,3.0,17,,furnished,2575.0,8000.0,,102.0,11310.0
519,São Paulo,,1.0,1.0,0.0,5,not acept,furnished,450.0,1800.0,,7.0,2348.0
520,São Paulo,,1.0,1.0,1.0,16,acept,not furnished,533.0,2900.0,0.0,37.0,3470.0
521,São Paulo,74.0,2.0,1.0,1.0,5,acept,not furnished,,2024.0,71.0,8.0,2672.0
